Input.image,Linearly-vs-Painterly,Planar-vs-Recessional,closed-form-vs-open-form,multiplicity-vs-unity,absolute-clarity-vs-relative-clarity
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/141_st-margaret-1599.jpg!Blog.jpg,0.75,0.35,0.75,0.8,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1425_hansel-and-gretel-1896.jpg!Blog.jpg,0.9,0.15,0.55,0.7,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1429_nude-1493.jpg!Blog.jpg,0.3,0.1,0.35,0.2,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/142_madame-ad-la-de-de-france-tying-knots-1756.jpg!Blog.jpg,0.8,0.3,0.25,0.45,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/142_sir-richard-arkwright-1790.jpg!Blog.jpg,0.8,0.25,0.4,0.75,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/142_st-peter-martyr-altarpiece-1428.jpg!Blog.jpg,0.25,0.0,0.1,0.45,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1435_portrait-of-the-abbot-of-saint-non-1769.jpg!Blog.jpg,0.9,0.3,0.3,0.6,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/143_madame-de-la-porte-1754.jpg!Blog.jpg,0.55,0.4,0.2,0.45,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1440_the-grand-canal-1875.jpg!Blog.jpg,0.95,0.4,0.75,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1444_summer-1962.jpg,1.0,0.7,0.8,0.85,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1457_two-peasants-diging-after-millet-1889.jpg!Blog.jpg,0.8,0.45,0.8,0.55,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/145_woman-with-a-dog-1906.jpg,0.95,0.4,0.75,0.45,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1460_the-musical-contest-1755.jpg!Blog.jpg,0.75,0.35,0.65,0.6,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1461_the-prize-of-a-kiss-1760.jpg!Blog.jpg,0.9,0.4,0.5,0.55,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/146_lamp-1916.jpg!Blog.jpg,0.25,0.45,1.0,0.45,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1472_sadko-1899.jpg!Blog.jpg,0.6,0.5,0.25,0.3,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1474_portrait-of-a-man-1521.jpg!Blog.jpg,0.4,0.25,0.2,0.35,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1484_after-bathing-woman-drying-herself-1892.jpg!Blog.jpg,0.9,0.7,0.5,0.8,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1492_portrait-of-a-shishmarev-1827.jpg!Blog.jpg,0.35,0.3,0.25,0.3,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1492_portrait-of-a-young-man-1506.jpg!Blog.jpg,0.7,0.2,0.2,0.25,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1499_portrait-of-an-architect-1506.jpg!Blog.jpg,0.35,0.05,0.25,0.45,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/149_landscape-at-ceret-1913.jpg!Blog.jpg,0.55,0.75,0.9,0.65,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/149_venus-and-cupid-with-an-organist-1549.jpg!Blog.jpg,0.9,0.4,0.8,0.65,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/14_old-tramp-1880.jpg!Blog.jpg,0.9,0.3,0.55,0.55,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1504_view-of-paris-from-vincent-s-room-in-the-rue-lepic-1887.jpg!Blog.jpg,0.65,0.8,1.0,0.75,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/150_the-burial-of-the-virgin-and-the-reception-of-her-soul-in-heaven-1435.jpg!Blog.jpg,0.55,0.05,0.15,0.25,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1512_moon-garden-1946.jpg,0.8,0.35,0.8,0.65,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1514_portrait-of-elector-frederick-the-wise-of-saxony-1496.jpg!Blog.jpg,0.55,0.35,0.4,0.25,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1519_an-extensive-landscape-near-paris-1781.jpg!Blog.jpg,0.75,0.3,0.85,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/151_the-coronation-of-the-virgin-1435.jpg!Blog.jpg,0.5,0.15,0.0,0.4,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1523_colosseum-rome-1790.jpg!Blog.jpg,0.55,0.5,0.65,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1529_hilder-1891.jpg!Blog.jpg,0.85,0.9,0.8,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1534_projet-d-am-nagement-de-la-grande-galerie-du-louvre-1796.jpg!Blog.jpg,0.6,0.65,0.4,0.9,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1553_st-francis-1660.jpg!Blog.jpg,0.7,0.4,0.75,0.65,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1554_quarry-1506.jpg!Blog.jpg,0.75,0.6,0.65,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1554_yellow-prairie-1972.jpg,0.9,0.45,0.4,0.85,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1558_portrait-of-konstantin-batyushkov-1815.jpg,0.6,0.3,0.3,0.4,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1564_resurrection-1510.jpg!Blog.jpg,0.4,0.5,0.55,0.25,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1564_wheatfields-under-thunderclouds-1890.jpg!Blog.jpg,0.85,0.5,0.9,0.6,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1565_distrust-1893.jpg!Blog.jpg,0.85,0.15,0.35,0.55,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1574_saint-john-s-church-1489.jpg!Blog.jpg,0.3,0.45,0.85,0.35,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1576_the-denial-of-saint-peter-1650.jpg!Blog.jpg,0.5,0.5,0.65,0.8,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1582_seated-woman-1514.jpg!Blog.jpg,0.55,0.8,0.35,0.25,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1584_the-summer-evening-1968.jpg!Blog.jpg,0.9,0.85,0.75,0.85,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1586_self-portrait-1498.jpg!Blog.jpg,0.6,0.35,0.4,0.15,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1588_judith-and-holofernes-1916.jpg!Blog.jpg,0.9,0.35,0.75,0.5,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/158_portrait-of-francesco-d-este-1460.jpg!Blog.jpg,0.55,0.2,0.2,0.1,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/158_the-mocking-of-christ-1441.jpg!Blog.jpg,0.4,0.0,0.15,0.05,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1594_la-predicaci-n-de-san-eugenio-1784.jpg,0.65,0.7,0.8,0.8,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/159_grandcamp-evening-1885.jpg!Blog.jpg,1.0,0.65,0.85,0.85,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1601_apostle-jude-1621.jpg!Blog.jpg,0.85,0.2,0.35,0.55,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1603_st-anthony-at-the-city-1513.jpg!Blog.jpg,0.35,0.6,0.75,0.7,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1605_her-blue-surround-sfp71-18-1969.jpg!Blog.jpg,0.55,0.6,0.55,0.6,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1614_weasels-playing-1911.jpg!Blog.jpg,1.0,0.75,0.45,0.35,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/161_not_detected_251590.jpg!Blog.jpg,0.35,0.85,0.65,0.5,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1620_st-bartholomew-1523.jpg!Blog.jpg,0.15,0.5,0.3,0.3,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1630_george-villiers-2nd-duke-of-buckingham-and-his-brother-lord-francis-villiers-1635.jpg!Blog.jpg,0.95,0.2,0.2,0.3,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/163_so-long-till-next-year-1960.jpg!Blog.jpg,0.7,0.7,0.75,0.8,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/163_the-stoning-of-stephen-1449.jpg!Blog.jpg,0.55,0.7,0.5,0.2,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1649_marie-de-raet-1631.jpg!Blog.jpg,0.6,0.45,0.15,0.25,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1649_st-peter-and-st-john-healing-the-cripple-1513.jpg!Blog.jpg,0.75,0.6,0.7,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/165_melancholy-1892.jpg!Blog.jpg,0.6,0.5,0.9,0.5,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1663_portrait-of-e-a-vorontsova-1783.jpg!Blog.jpg,1.0,0.2,0.2,0.45,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1667_portrait-of-f-p-makerovskiy-in-masquerade-costume-1789.jpg!Blog.jpg,0.6,0.2,0.25,0.2,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/166_les-amusements-champ-tres-le-cheval-fondu-tapestry-1730.jpg!Blog.jpg,0.9,0.6,0.7,0.7,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1671_portrait-of-grand-duchess-elena-pavlovna-as-a-child-1791.jpg!Blog.jpg,0.75,0.25,0.35,0.4,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1674_portrait-of-gubareva-1789.jpg!Blog.jpg,1.0,0.35,0.4,0.65,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/167_the-story-of-st-nicholas-st-nicholas-saves-the-ship-detail-1448.jpg!Blog.jpg,0.35,0.7,1.0,0.35,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1687_portrait-of-nikolay-lvov-1774.jpg!Blog.jpg,0.65,0.35,0.2,0.35,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/168_the-story-of-st-nicholas-giving-dowry-to-three-poor-girls-1448.jpg!Blog.jpg,0.2,0.1,0.65,0.4,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1690_portrait-of-father-jean-charles-della-faille-1629.jpg!Blog.jpg,0.8,0.5,0.6,0.55,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/169_mother-and-daughter-1897.jpg!Blog.jpg,0.9,0.25,0.3,0.3,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/169_the-story-of-st-nicholas-st-nicholas-saves-the-ship-1448.jpg!Blog.jpg,0.3,0.25,0.8,0.45,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/16_the-forest-fire-1505.jpg!Blog.jpg,0.35,0.6,0.7,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1702_the-adoration-of-the-holy-trinity-landauer-altar-1511.jpg!Blog.jpg,0.8,0.25,0.0,0.65,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/170_saint-ivo-1450.jpg!Blog.jpg,0.15,0.6,0.5,0.35,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1711_the-annunciation-1511.jpg!Blog.jpg,0.2,0.45,0.6,0.3,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1714_portrait-of-sir-thomas-chaloner-1620.jpg!Blog.jpg,0.8,0.1,0.3,0.3,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1717_evening-in-the-mountains-1907.jpg!Blog.jpg,0.7,0.75,0.8,0.7,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1722_portrait-of-catherine-ii-repeat-version-of-a-portrait-after-1768.jpg!Blog.jpg,0.85,0.05,0.0,0.45,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/172_saint-john-altarpiece-1460.jpg!Blog.jpg,0.4,0.05,0.1,0.2,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1740_flowers-of-kalaki-1914.jpg!Blog.jpg,0.7,0.2,0.5,0.65,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1746_the-dresden-altarpiece-side-wings-1496.jpg!Blog.jpg,0.7,0.25,0.35,0.3,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1752_the-flight-into-egypt-1511.jpg!Blog.jpg,0.2,0.7,0.6,0.5,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/175_the-major-peirson-s-death-1784.jpg!Blog.jpg,0.7,0.95,0.7,0.8,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1761_the-vision-of-the-young-bartholomew-1890.jpg!Blog.jpg,0.7,0.5,0.85,0.25,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1762_venus-asking-vulcan-for-the-armour-of-aeneas-1632.jpg!Blog.jpg,0.85,0.8,0.7,0.95,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1767_a-buffoon-incorrectly-called-antonio-the-englishman-1640.jpg!Blog.jpg,0.7,0.0,0.4,0.9,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1769_mr-robert-grafton-and-mrs-mary-partridge-wells-grafton-1773.jpg!Blog.jpg,0.7,0.45,0.5,0.05,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1771_mrs-peter-beckford-1797.jpg,0.7,0.2,0.45,0.55,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1777_portrait-of-colonel-guy-johnson-and-karonghyontye-1776.jpg!Blog.jpg,0.95,0.5,0.4,0.55,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1781_untitled-1979.jpg!Blog.jpg,0.6,0.5,0.5,0.65,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1785_coronation-of-the-virgin-1644.jpg!Blog.jpg,0.35,0.3,0.4,0.3,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1786_sarah-ursula-rose-1756.jpg,0.65,0.2,0.2,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1787_the-lamentation-for-christ-1511.jpg!Blog.jpg,0.65,0.75,0.95,0.9,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1789_don-cristobal-suarez-de-ribera-1620.jpg!Blog.jpg,0.65,0.2,0.55,0.25,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1794_the-madonna-of-the-carnation-1516.jpg!Blog.jpg,0.35,0.2,0.2,0.5,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1796_equestrian-portrait-of-philip-iv-1635.jpg!Blog.jpg,0.6,0.2,0.25,0.2,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1803_joseph-s-bloody-coat-brough-to-jacob-1630.jpg!Blog.jpg,0.55,0.4,0.5,0.55,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1804_the-penance-of-st-john-chrysostom-1496.jpg!Blog.jpg,0.7,0.45,0.45,0.6,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1806_morning-in-stavrin-1912.jpg!Blog.jpg,0.7,0.55,0.75,0.75,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1808_fighting-amazons-1897.jpg!Blog.jpg,0.7,0.55,0.4,0.7,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1809_madre-maria-jeronima-de-la-fuente-1620.jpg!Blog.jpg,0.65,0.35,0.2,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1811_the-resurrection-1511.jpg!Blog.jpg,0.35,0.55,0.45,0.55,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1813_captain-and-mrs-hardcastle-1785.jpg!Blog.jpg,0.5,0.55,0.7,0.35,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1814_portrait-of-nadia-bilokur-1941.jpg!Blog.jpg,0.85,0.15,0.2,0.45,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1815_philip-iv-1624.jpg!Blog.jpg,0.65,0.2,0.2,0.4,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1819_the-small-courier-1496.jpg!Blog.jpg,0.55,0.8,0.85,0.3,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1825_the-sudarium-of-st-veronica-1510.jpg!Blog.jpg,0.3,0.05,0.05,0.55,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1828_portrait-of-a-young-man-1623.jpg!Blog.jpg,0.75,0.2,0.45,0.45,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1832_portrait-of-don-diego-de-corral-y-arellano-1632.jpg!Blog.jpg,0.9,0.3,0.25,0.55,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1838_the-woman-clothed-with-the-sun-and-the-seven-headed-dragon-1511.jpg!Blog.jpg,0.55,0.75,0.7,0.6,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1842_portrait-of-the-buffoon-redbeard-cristobal-de-castaneda-1640.jpg!Blog.jpg,0.85,0.15,0.25,0.15,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1843_william-dodd-1769.jpg!Blog.jpg,0.65,0.2,0.2,0.2,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1844_william-wilberforce-1770.jpg!Blog.jpg,0.8,0.45,0.3,0.25,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1849_three-studies-from-nature-for-adam-s-arms-1504.jpg!Blog.jpg,0.6,0.8,0.8,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/184_the-last-judgement-1450.jpg!Blog.jpg,0.65,0.0,0.0,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1851_untitled-sfp-89-57-1989.jpg,0.7,0.75,0.9,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1852_count-grigory-ivanovich-tchernyshov-holding-a-mask-1793.jpg!Blog.jpg,0.8,0.7,0.4,0.55,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1854_countess-of-ch-tre-1789.jpg!Blog.jpg,0.25,0.2,0.45,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1859_three-musicians-1926.jpg!Blog.jpg,0.8,0.1,0.5,0.7,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1863_upper-body-of-christ-1508.jpg!Blog.jpg,0.55,0.35,0.3,0.35,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1864_portrait-of-dmitri-shostakovich-1963.jpg!Blog.jpg,0.85,0.3,0.45,0.7,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1866_lady-hamilton-as-the-persian-sibyl-1792.jpg,0.05,0.35,0.1,0.15,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1869_madame-vigee-lebrun-and-her-daughter-jeanne-lucie-louise-1789.jpg!Blog.jpg,0.7,0.35,0.25,0.75,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1876_the-buffoon-calabacillas-mistakenly-called-the-idiot-of-coria-1639.jpg!Blog.jpg,0.95,0.2,0.35,0.4,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1882_portrait-of-count-pavel-shuvalov-1799.jpg!Blog.jpg,0.9,0.1,0.4,0.4,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1885_winged-man-in-idealistic-clothing-playing-a-lute-1497.jpg!Blog.jpg,0.5,0.15,0.35,0.4,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/188_study-for-chahut-1890.jpg!Blog.jpg,1.0,0.4,0.4,0.7,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1896_portrait-of-maria-carolina-of-austria-1791.jpg!Blog.jpg,0.8,0.45,0.3,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1899_villa-medici-in-rome-facade-of-the-grotto-logia-1630.jpg!Blog.jpg,0.75,0.65,0.75,0.4,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/18_frederick-the-great-1736.jpg!Blog.jpg,0.55,0.5,0.25,0.2,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/190_adoration-of-the-shepherds-1609.jpg!Blog.jpg,0.65,0.6,0.75,0.6,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1915_casimir-margrave-of-brandenburg-1522.jpg,0.3,0.1,0.5,0.15,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1918_night-1894.jpg!Blog.jpg,0.75,0.45,0.95,0.6,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1924_adulterer-1897.jpg!Blog.jpg,0.2,0.35,0.25,0.05,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1929_david-and-bathsheba-1526.jpg!Blog.jpg,0.65,0.4,0.35,0.25,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/192_horses-1433.jpg,0.6,0.4,0.15,0.05,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1937_feast-of-herod-1531.jpg!Blog.jpg,0.45,0.45,0.55,0.1,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1945_head-of-christ-crowned-with-thorns-1510.jpg!Blog.jpg,0.6,0.15,0.45,0.3,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/194_untitled-sumi-1957.jpg!Blog.jpg,0.65,0.35,0.75,0.85,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1952_johannes-bugenhagen-1532.jpg!Blog.jpg,0.7,0.5,0.55,0.2,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1954_posted-1977.jpg!Blog.jpg,0.95,0.25,0.6,1.0,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1964_katharina-luther-1526.jpg!Blog.jpg,0.7,0.2,0.45,0.05,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/196_and-his-house-is-on-fire-1799.jpg!Blog.jpg,0.35,0.5,0.45,0.25,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/196_study-of-a-young-man-with-his-hands-tied-behind-his-back-1438.jpg,0.3,0.35,0.45,0.25,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/197_apollo-and-the-continents-1753.jpg!Blog.jpg,0.7,0.45,0.55,0.7,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/197_portrait-of-actress-vizarova-1917.jpg,0.9,0.4,0.3,0.6,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1983_portrait-of-m-i-lopukhina-1797.jpg!Blog.jpg,1.0,0.45,0.5,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1986_untitled-1981.jpg!Blog.jpg,0.95,0.45,0.7,0.85,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/198_study-of-the-head-of-a-horse-1439.jpg,0.5,0.1,0.5,0.3,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1995_portrait-of-the-russian-poet-gavril-derzhavin-1795.jpg!Blog.jpg,0.55,0.3,0.5,0.55,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1997_self-portrait-with-flowers-1640.jpg!Blog.jpg,0.85,0.55,0.8,0.75,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/1998_claude-in-the-arms-of-his-mother-1948.jpg!Blog.jpg,0.35,0.6,0.25,0.6,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/19_portrait-of-a-young-man-in-red-1490.jpg!Blog.jpg,0.3,0.2,0.35,0.2,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2000_old-elms-in-prater-1831.jpg!Blog.jpg,0.55,0.8,0.55,0.7,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2001_portrait-of-a-saxon-noblewoman-as-mary-magdalene-1525.jpg!Blog.jpg,0.7,0.45,0.15,0.25,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2010_family-of-acrobats-with-monkey-1905.jpg!Blog.jpg,0.75,0.55,0.45,0.65,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2016_a-country-inn-1784.jpg!Blog.jpg,0.7,0.55,0.9,0.75,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2017_portrait-of-duchess-katharina-von-mecklenburg-1514.jpg!Blog.jpg,0.45,0.15,0.05,0.0,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2022_portrait-of-hans-melber-1526.jpg!Blog.jpg,0.7,0.05,0.25,0.2,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2023_portrait-of-joachim-ii-1520.jpg!Blog.jpg,0.35,0.35,0.55,0.25,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/202_cavalryman-striding-a-horse-1908.jpg!Blog.jpg,0.2,0.25,0.55,0.45,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2039_guinea-pigs-1792.jpg!Blog.jpg,0.5,0.8,0.1,0.6,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2053_morning-the-benevolent-sportsman-1792.jpg!Blog.jpg,0.85,0.85,0.65,0.9,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2062_st-leopold-1515.jpg!Blog.jpg,0.75,0.2,0.45,0.25,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2063_selling-carrots-1795.jpg!Blog.jpg,0.8,0.4,0.2,0.65,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2065_the-annunciation-to-joachim-1518.jpg!Blog.jpg,0.65,0.5,0.75,0.6,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2075_a-polander-walking-towards-the-right-1635.jpg!Blog.jpg,0.4,0.55,0.35,0.3,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2075_the-comforts-of-industry-1780.jpg!Blog.jpg,0.65,0.3,0.55,0.25,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2081_arab-parables-1962.jpg!Blog.jpg,0.35,0.35,0.45,0.25,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2081_the-judgment-of-paris-1514.jpg!Blog.jpg,0.65,0.4,0.8,0.55,0.95
